City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
465,Moindou,-21.6924,165.677,84.15,75,100,16.67,NC,overcast clouds
466,Bada,51.392,109.8717,-4.11,79,84,4.72,RU,broken clouds
467,Henderson,36.0397,-114.9819,67.44,30,0,5.75,US,clear sky
468,Usinsk,65.9939,57.5281,21.96,76,100,19.86,RU,overcast clouds
469,Yomou,7.5603,-9.2653,63.12,57,3,1.5,GN,clear sky
470,Murdochville,48.9583,-65.5006,26.55,92,98,8.9,CA,overcast clouds
471,Las Choapas,17.9333,-94.0833,67.66,88,94,4.45,MX,overcast clouds
472,Kaputa,-8.4689,29.6619,65.95,89,100,5.93,ZM,light rain
473,Aksu,41.1231,80.2644,30.25,25,0,4.12,CN,clear sky
474,Tura,25.5198,90.2201,68.85,48,0,3.44,IN,clear sky
475,Kundiawa,-6.0167,144.9667,65.44,95,100,3.29,PG,overcast clouds
476,Griffith,41.5284,-87.4237,30.88,83,100,12.66,US,overcast clouds
477,Ourem,39.6417,-8.5919,52.18,69,94,0.92,PT,overcast clouds
478,Nago,26.5881,127.9761,70.23,59,17,6.82,JP,few clouds
479,Komsomolskiy,40.4272,71.7189,36.32,69,100,4.61,UZ,overcast clouds
480,Paamiut,61.994,-49.6678,15.31,68,100,10.07,GL,overcast clouds
481,Andenes,69.3143,16.1194,30.18,80,75,27.63,NO,broken clouds
482,Tezu,27.9167,96.1667,64.89,56,82,2.68,IN,broken clouds
483,Arrifes,37.7667,-25.7,57.24,71,75,3.44,PT,broken clouds
484,Pitimbu,-7.4706,-34.8086,78.73,77,57,7.92,BR,broken clouds
485,Charlottetown,46.2352,-63.1267,34.32,86,100,11.5,CA,overcast clouds
486,Faya,18.3851,42.4509,50.52,87,13,2.46,SA,few clouds
487,Sola,-13.8833,167.55,81.72,79,100,18.41,VU,overcast clouds
488,Aykhal,66.0,111.5,-1.59,95,98,5.88,RU,overcast clouds
489,Launceston,-41.45,147.1667,76.15,27,0,8.05,AU,clear sky
490,Kidal,18.4411,1.4078,63.46,12,1,9.28,ML,clear sky
491,Ixtapa,20.7,-105.2,68.23,77,2,3.69,MX,clear sky
492,Labuan,5.2767,115.2417,87.96,82,100,5.55,MY,overcast clouds
493,Adre,13.4667,22.2,57.4,21,0,16.73,TD,clear sky
494,Lincoln,40.8,-96.667,55.62,43,100,5.99,US,overcast clouds
495,Kahului,20.8947,-156.47,76.26,76,40,11.5,US,scattered clouds
496,Huarmey,-10.0681,-78.1522,71.24,80,100,5.23,PE,overcast clouds
497,Port-Gentil,-0.7193,8.7815,80.76,80,100,7.02,GA,overcast clouds
498,Lyubinskiy,55.1542,72.6925,-13.32,99,69,7.4,RU,broken clouds
499,Iowa City,41.6611,-91.5302,40.14,59,100,14.97,US,light rain
500,Nuuk,64.1835,-51.7216,29.01,69,75,13.8,GL,light snow
501,Edd,13.9297,41.6925,77.63,62,2,14.23,ER,clear sky
502,Wattegama,6.7989,81.4808,74.32,62,85,4.81,LK,moderate rain
503,Quatre Cocos,-20.2078,57.7625,82.09,76,6,5.82,MU,clear sky
504,Husavik,66.0449,-17.3389,24.6,76,49,12.64,IS,scattered clouds
505,Ndele,8.4109,20.6473,67.33,20,29,4.99,CF,scattered clouds
506,Oranjemund,-28.55,16.4333,62.11,92,9,8.88,NA,clear sky
507,Socuellamos,39.2858,-2.7921,48.38,54,99,1.66,ES,overcast clouds
508,Jumla,29.2747,82.1838,35.62,59,1,3.31,NP,clear sky
509,Zhezkazgan,47.8043,67.7144,17.58,93,100,15.66,KZ,overcast clouds
510,Gat,31.61,34.7642,49.78,100,29,2.35,IL,scattered clouds
511,Kalaleh,37.3807,55.4916,47.73,92,100,5.12,IR,overcast clouds
512,Balkanabat,39.5108,54.3671,47.43,73,100,7.56,TM,overcast clouds
513,Tessalit,20.1986,1.0114,58.12,25,46,10.94,ML,scattered clouds
514,Yuci,37.6803,112.7319,35.35,32,0,4.47,CN,clear sky
515,Bozeman,45.6796,-111.0386,47.62,51,0,13.8,US,clear sky
516,Yarada,17.65,83.2667,79.12,69,20,2.3,IN,haze
517,Tulun,54.5611,100.5792,-11.81,95,86,3.42,RU,overcast clouds
518,Mecca,21.4267,39.8261,63.37,60,0,7.92,SA,clear sky
519,Yanam,16.7333,82.2167,77.4,53,64,4.68,IN,broken clouds
520,San Quintin,30.4833,-115.95,65.03,29,0,4.99,MX,clear sky
521,Verkhoyansk,67.5447,133.385,-24.41,95,99,1.43,RU,overcast clouds
522,Rosetta,31.4044,30.4164,56.3,61,96,6.17,EG,overcast clouds
523,Okha,53.5739,142.9478,27.03,92,100,8.39,RU,light snow
524,Morgan City,29.6994,-91.2068,51.04,76,91,4.9,US,overcast clouds
525,Punakha,27.5837,89.8598,53.42,68,57,1.01,BT,broken clouds
526,Maceio,-9.6658,-35.7353,76.44,83,40,5.75,BR,scattered clouds
527,Neiafu,-18.65,-173.9833,84.88,79,20,10.36,TO,few clouds
528,Kasamwa,-2.85,32.4333,62.71,94,98,3.69,TZ,overcast clouds
529,Gladstone,-23.85,151.25,84.13,48,0,13.8,AU,clear sky
530,Yuzhno-Kurilsk,44.0306,145.8556,26.31,73,82,9.26,RU,broken clouds
531,Farsund,58.0948,6.8047,35.06,37,32,19.44,NO,scattered clouds
532,Joshimath,30.5667,79.5667,43.09,35,0,7.23,IN,clear sky
533,Sena Madureira,-9.0656,-68.6569,71.78,98,87,2.15,BR,overcast clouds
534,West Des Moines,41.572,-93.7453,43.27,76,100,10.36,US,moderate rain
535,Peleduy,59.6289,112.7406,-5.08,89,100,6.33,RU,overcast clouds
536,Kerman,30.2832,57.0788,47.79,22,0,0.45,IR,clear sky
537,Yulara,-25.2406,130.9889,91.09,17,0,12.95,AU,clear sky
538,Ballina,-28.8667,153.5667,82.44,68,15,19.19,AU,few clouds
539,Valdivia,-39.8142,-73.2459,55.49,63,0,3.94,CL,clear sky
540,Tucuman,-26.8241,-65.2226,77.0,83,75,5.75,AR,broken clouds
541,Xudat,41.631,48.681,38.1,78,78,2.48,AZ,broken clouds
542,Mogok,22.9167,96.5,71.11,28,0,1.48,MM,clear sky
543,Agadir,30.4202,-9.5982,52.25,47,29,5.39,MA,scattered clouds
544,Montbrison,45.6667,4.0833,45.05,94,100,8.95,FR,overcast clouds
545,Giyani,-23.3025,30.7187,67.57,62,2,4.72,ZA,clear sky
546,Agirish,61.9247,63.0231,1.47,92,100,12.03,RU,overcast clouds
547,Poole,50.7167,-2.0,39.99,89,0,1.99,GB,clear sky
548,Ushirombo,-3.4919,31.9639,62.33,96,100,2.48,TZ,overcast clouds
549,Galesong,-5.3166,119.3661,84.22,83,100,5.88,ID,overcast clouds
550,Samarai,-10.6167,150.6667,84.09,59,75,18.72,PG,broken clouds
551,Turukhansk,65.8167,87.9833,-17.75,94,10,3.56,RU,clear sky
552,Uvat,59.1433,68.8953,-3.69,87,5,8.88,RU,clear sky
553,Saurimo,-9.6608,20.3916,62.56,97,100,3.51,AO,overcast clouds
554,Presidencia Roque Saenz Pena,-26.7852,-60.4388,74.52,42,5,6.2,AR,clear sky
555,Nanae,41.8833,140.6833,33.21,66,63,1.1,JP,broken clouds
556,Champerico,14.3,-91.9167,80.04,73,0,5.48,GT,clear sky
557,Nyurba,63.2842,118.3319,-14.66,95,91,4.56,RU,overcast clouds
558,Yaounde,3.8667,11.5167,64.56,97,50,0.98,CM,scattered clouds
559,Teeli,51.0333,90.2333,-12.19,91,54,2.04,RU,broken clouds
560,Castries,13.9957,-61.0061,73.74,80,23,14.97,LC,few clouds
561,Takoradi,4.8845,-1.7554,77.7,92,2,4.97,GH,clear sky
562,Asau,46.4333,26.4,36.75,92,100,7.14,RO,overcast clouds
563,Road Town,18.4167,-64.6167,75.29,79,6,18.66,VG,clear sky
564,Uppsala,60.0,17.75,27.79,80,54,6.91,SE,broken clouds
565,Peniche,39.3558,-9.3811,59.61,84,71,1.32,PT,broken clouds
566,Tabou,4.423,-7.3528,78.04,90,28,4.5,CI,scattered clouds
567,Torres,-29.3353,-49.7269,73.83,85,68,8.21,BR,broken clouds
568,Zambezi,-13.5432,23.1047,63.03,93,100,4.12,ZM,light rain
569,Esik,43.3552,77.4525,17.02,66,98,0.81,KZ,overcast clouds
570,Arman,59.7,150.1667,7.02,74,95,2.82,RU,overcast clouds
571,Coalinga,36.1397,-120.3602,60.58,43,0,1.03,US,clear sky
572,Skibbereen,51.55,-9.2667,39.0,75,100,2.62,IE,overcast clouds
573,Orlik,52.5178,99.825,-18.51,91,81,1.19,RU,broken clouds
574,Champasak,14.75,106.0,94.66,36,44,1.66,LA,scattered clouds
575,Tadine,-21.55,167.8833,83.1,82,100,25.08,NC,overcast clouds
576,Salamiyah,35.0113,37.0532,43.21,85,90,4.27,SY,overcast clouds
577,Port Keats,-14.25,129.55,91.87,54,56,1.16,AU,broken clouds
578,Bor,56.3567,44.0669,31.93,93,91,9.69,RU,overcast clouds
579,Turinsk,58.0458,63.696,-0.51,87,100,12.59,RU,overcast clouds
580,Keetmanshoop,-26.5833,18.1333,76.96,27,20,3.94,NA,few clouds
581,Nanortalik,60.1432,-45.2371,27.55,64,100,4.12,GL,overcast clouds
582,Ifanadiana,-21.3,47.6333,70.29,96,38,1.32,MG,scattered clouds
583,Ahuimanu,21.4447,-157.8378,74.91,80,20,4.61,US,heavy intensity rain
584,Sioux Lookout,50.1001,-91.917,16.18,92,100,10.36,CA,overcast clouds
585,Hirara,24.8,125.2833,65.46,73,99,13.82,JP,overcast clouds
586,Iwanai,42.9744,140.5089,32.95,73,65,3.18,JP,broken clouds
587,Naze,28.3667,129.4833,58.32,55,47,8.68,JP,scattered clouds
588,Quincy,42.2529,-71.0023,41.41,70,2,3.0,US,clear sky
589,North Bend,43.4065,-124.2243,48.92,98,100,9.22,US,mist
590,Coffs Harbour,-30.3,153.1333,82.36,57,38,21.85,AU,scattered clouds
591,Marystown,47.1666,-55.1483,36.86,100,99,5.01,CA,overcast clouds
592,Yuncheng,35.0231,110.9928,45.09,40,100,1.57,CN,light rain
593,Dakar,14.6937,-17.4441,83.28,41,39,19.51,SN,scattered clouds
594,Susurluk,39.9136,28.1578,37.83,79,0,3.6,TR,clear sky
595,Pinhao,-25.6956,-51.6597,61.61,78,31,4.29,BR,scattered clouds
596,Alekseyevka,50.6309,38.6903,28.18,93,100,7.76,RU,light snow
597,Qasigiannguit,68.8193,-51.1922,-0.15,84,100,2.71,GL,overcast clouds
598,Mkushi,-13.6202,29.3939,61.68,97,100,2.86,ZM,overcast clouds
599,Wels,48.1667,14.0333,43.77,88,75,2.3,AT,broken clouds
600,Vagay,57.9375,69.0217,-8.21,91,6,8.19,RU,clear sky
601,Kholodnyy,62.7167,147.95,-15.93,91,99,0.98,RU,overcast clouds
602,General Roca,-39.0333,-67.5833,66.6,23,53,18.25,AR,broken clouds
603,Dalvik,65.9702,-18.5286,28.87,76,80,15.28,IS,broken clouds
604,Yavaros,26.7,-109.5167,61.36,60,0,5.1,MX,clear sky
605,Manokwari,-0.8667,134.0833,82.92,73,99,5.64,ID,overcast clouds
606,Buala,-8.145,159.5921,82.2,83,82,11.03,SB,moderate rain
607,Homer,59.6425,-151.5483,33.69,64,100,10.36,US,overcast clouds
608,Seoul,37.5683,126.9778,47.59,37,0,2.73,KR,clear sky
609,Marzuq,14.4,46.4667,61.21,34,30,1.25,YE,scattered clouds
610,Chara,56.9064,118.2631,-15.38,92,96,1.61,RU,overcast clouds
611,Santo Amaro Da Imperatriz,-27.6881,-48.7786,77.77,95,96,1.19,BR,overcast clouds
612,Farmington,36.7281,-108.2187,45.28,40,0,12.66,US,clear sky
613,Worthing,50.8145,-0.3713,37.94,84,0,4.0,GB,clear sky
614,Leh,34.1667,77.5833,-3.55,83,47,3.0,IN,scattered clouds
615,Mwinilunga,-11.7358,24.4293,60.85,98,100,2.59,ZM,light rain
616,Bima,-8.4667,118.7167,83.8,78,97,2.28,ID,overcast clouds
617,Znamensk,48.5842,45.7338,33.71,93,100,13.27,RU,overcast clouds
618,Kuryk,43.2,51.65,36.7,68,53,12.86,KZ,broken clouds
619,Amapa,1.0,-52.0,70.7,99,100,1.83,BR,overcast clouds
620,Karabuk,41.2049,32.6277,26.98,86,32,3.27,TR,scattered clouds
621,Port Augusta,-32.5,137.7667,88.7,22,0,12.86,AU,clear sky
622,Agde,43.3108,3.4758,51.46,100,53,3.44,FR,broken clouds
623,Aracruz,-19.8203,-40.2733,74.41,96,100,1.03,BR,overcast clouds
624,Matay,28.419,30.7792,53.74,56,99,6.15,EG,overcast clouds
625,Birao,10.2849,22.7882,67.51,11,50,10.42,CF,scattered clouds
626,Locri,38.2414,16.2623,52.83,58,0,8.01,IT,clear sky
627,Cap Malheureux,-19.9842,57.6142,82.47,66,4,4.0,MU,clear sky
628,Huautla,21.0333,-98.2833,59.58,81,100,0.36,MX,overcast clouds
629,Tilichiki,60.4667,166.1,-6.77,75,5,7.27,RU,clear sky
630,Barzas,55.7167,86.3167,-1.97,87,10,6.96,RU,clear sky
631,Presidente Epitacio,-21.7633,-52.1156,71.2,74,0,6.73,BR,clear sky
632,Half Moon Bay,37.4636,-122.4286,67.01,51,0,6.91,US,clear sky
633,Kendari,-3.945,122.4989,81.88,77,100,3.38,ID,overcast clouds
634,Chipinge,-20.1883,32.6236,62.85,92,83,3.51,ZW,broken clouds
635,Mullovka,54.2,49.4,11.64,99,99,4.12,RU,overcast clouds
636,Maturin,9.75,-63.1767,70.05,93,5,6.89,VE,clear sky
637,San Juan De La Maguana,18.8059,-71.2299,65.34,93,41,2.86,DO,scattered clouds
638,Dustlik,40.5247,68.0358,45.18,41,100,17.49,UZ,overcast clouds
639,Buraydah,26.326,43.975,53.4,46,0,9.6,SA,clear sky
640,Garden City,42.3256,-83.331,31.82,72,100,17.27,US,overcast clouds
641,Abu Kamal,34.4506,40.9171,47.01,71,55,8.88,SY,broken clouds
642,Sharhorod,48.7383,28.085,39.9,86,84,6.53,UA,broken clouds
643,Tarakan,3.3,117.6333,81.9,83,40,3.44,ID,scattered clouds
644,Laizhou,37.1717,119.9214,45.97,45,81,2.95,CN,broken clouds
645,Severo-Yeniseyskiy,60.3725,93.0408,-5.12,92,27,2.46,RU,scattered clouds
646,Gerash,27.6652,54.1371,52.86,40,0,1.72,IR,clear sky
647,Balaipungut,1.05,101.2833,81.01,75,100,2.53,ID,overcast clouds
648,Ilhabela,-23.7781,-45.3581,73.06,84,100,1.68,BR,overcast clouds
649,Bereda,43.2686,-7.5406,47.57,100,80,4.09,ES,broken clouds
650,Santa Maria,-29.6842,-53.8069,68.25,79,0,8.32,BR,clear sky
651,Imbituba,-28.24,-48.6703,77.83,84,55,8.77,BR,broken clouds
652,Huanren,41.2647,125.3667,33.1,75,85,3.22,CN,overcast clouds
653,Isiro,2.7739,27.616,64.94,68,9,2.44,CD,clear sky
654,Las Palmas,28.4204,-14.0131,59.79,45,21,3.44,ES,few clouds
655,Okaihau,-35.3167,173.7833,75.52,95,69,7.0,NZ,broken clouds
656,Ghanzi,-21.5667,21.7833,66.83,81,90,4.61,BW,light rain
657,Lubango,-14.9172,13.4925,58.08,77,100,2.37,AO,overcast clouds
658,Oussouye,12.485,-16.5469,72.77,41,8,1.21,SN,clear sky
659,Nadym,65.5333,72.5167,-1.86,82,0,17.25,RU,clear sky
660,Sinnamary,5.3833,-52.95,75.58,90,83,9.04,GF,broken clouds
661,Filotion,37.05,25.5,49.32,72,0,4.0,GR,clear sky
662,Hun,29.1268,15.9477,46.71,75,4,5.86,LY,clear sky
663,Morondava,-20.2833,44.2833,80.01,81,42,2.01,MG,scattered clouds
664,Buin,-33.7333,-70.75,68.74,78,6,2.19,CL,clear sky
665,Marfino,55.7028,37.3822,32.25,74,0,13.42,RU,light snow
666,Venado Tuerto,-33.7456,-61.9688,70.77,34,7,7.2,AR,clear sky
667,Asyut,27.181,31.1837,47.26,64,3,7.0,EG,clear sky
668,Houma,29.5958,-90.7195,53.6,84,84,4.47,US,broken clouds
669,Inhambane,-23.865,35.3833,71.58,88,40,3.44,MZ,scattered clouds
670,Valparaiso,-33.0393,-71.6273,65.48,74,100,1.14,CL,overcast clouds
671,Port Hedland,-20.3167,118.5667,95.05,52,40,17.27,AU,scattered clouds
672,Tashtagol,52.7657,87.8894,-1.64,85,7,3.31,RU,clear sky
673,La Roche-Sur-Yon,46.6667,-1.4333,38.64,93,6,4.61,FR,clear sky
674,The Valley,18.217,-63.0578,77.09,75,32,24.81,AI,scattered clouds
675,Carbonia,39.1672,8.5222,43.0,63,0,3.83,IT,clear sky
676,Kurmanayevka,52.5093,52.0675,15.24,98,100,5.26,RU,overcast clouds
677,Am Timan,11.0297,20.2827,68.63,16,68,6.35,TD,broken clouds
678,Tottori,35.5,134.2333,47.68,56,53,7.9,JP,broken clouds
679,Erzin,36.9559,36.2,38.12,74,1,2.66,TR,clear sky
680,Puerto Del Rosario,28.5004,-13.8627,64.08,45,25,3.44,ES,scattered clouds
681,Chaoyang,41.5703,120.4586,30.99,31,8,10.51,CN,clear sky
682,Opuwo,-18.0607,13.84,66.58,88,100,4.45,NA,overcast clouds
683,Guaruja,-23.9931,-46.2564,76.89,26,69,1.01,BR,broken clouds
684,Kloulklubed,7.0419,134.2556,84.7,76,100,17.58,PW,overcast clouds
685,Mogadishu,2.0371,45.3438,76.19,79,79,20.94,SO,broken clouds
686,Salgado,-11.0319,-37.475,81.3,88,40,3.47,BR,scattered clouds
687,Rancho Palos Verdes,33.7445,-118.387,75.27,48,0,10.36,US,clear sky
688,Shangqiu,34.45,115.65,48.52,47,98,7.02,CN,overcast clouds
689,Qostanay,53.1667,63.5833,12.49,85,75,13.42,KZ,mist
690,Shwebo,22.5667,95.7,77.27,30,0,4.41,MM,clear sky
691,Garowe,8.4054,48.4845,62.01,78,31,7.76,SO,scattered clouds
692,Charters Towers,-20.1,146.2667,94.89,28,0,10.16,AU,clear sky
693,Tibati,6.4667,12.6333,61.38,18,2,4.05,CM,clear sky
694,Kaura Namoda,12.5898,6.5779,63.7,13,1,10.67,NG,clear sky
695,Chapais,49.7834,-74.8492,-0.62,100,89,2.98,CA,overcast clouds
696,Bhag,29.0415,67.8239,66.67,21,0,2.13,PK,clear sky
697,Nichinan,31.6,131.3667,53.76,52,12,5.21,JP,few clouds
698,Bowen,-20.0167,148.2333,84.27,59,2,16.33,AU,clear sky
699,Ransang,8.9603,117.5828,84.88,66,65,7.0,PH,light rain
700,Kieta,-6.2167,155.6333,82.31,82,97,7.02,PG,moderate rain
701,Dano,11.15,-3.0667,72.66,14,5,6.89,BF,clear sky
